ISSN,Journal,Subject,JourQual,FT,Cnrs,EJL,ABS,Den,Hceres,Scopus,ABDC,Fnege,Meta,princomp1,h_index,citedness,JourQual2
0195-3613,Journal of Labor Research,"OS/OB,HRM/IR",NA,2,4,NA,2,1,C,1.3,B,4,NA,2.8554063909283047,58,1.2692307692307692,NA
0261-927X,Journal of Language and Social Psychology,Psychology,NA,2,NA,NA,2,1,NA,2.8,B,NA,NA,1.9216396308879002,90,1.9210526315789473,NA
0022-2186,Journal of Law and Economics,Economics,B,2,1,NA,3,1,A,2.1,A*,1,B,-2.057536041133852,0,0,B
8756-6222,"Journal of Law, Economics, and Organization",Economics,B,2,1,S,3,2,A,2.5,A,2,B,-1.1693136789101612,NA,NA,B
0022-2216,Journal of Leisure Research,Tourism,NA,2,NA,NA,NA,1,NA,1.4,A,NA,NA,0.20021530426989975,127,2.3015873015873014,NA
0164-0704,Journal of Macroeconomics,Economics,NA,2,2,NA,2,1,A,2.2,A,3,NA,0.4882301445294299,111,1.7777777777777777,NA
0276-1467,Journal of Macromarketing,Marketing,C,2,3,NA,2,1,B,3.5,A,3,B,1.4743620351186546,81,2.1666666666666665,C
0149-2063,Journal of Management,Gen & Strat,A,1,1,P*,4*,2,A,21.4,A*,1,A+,-5.696620209093291,337,6.7196652719665275,A
1049-2127,Journal of Management Accounting Research,F&A,B,2,3,S,2,1,B,2.4,A*,3,B,0.6039052881125005,66,0.9318181818181818,B
1385-3457,Journal of Management and Governance,Gen & Strat,C,2,4,NA,1,1,C,2.6,C,4,NA,3.8220251925683955,NA,NA,C
1833-3672,Journal of Management and Organization,Gen & Strat,NA,2,NA,NA,2,1,NA,3.6,B,NA,NA,1.9216396308879002,NA,NA,NA
2191-4761,Journal of Management Control,F&A,NA,2,NA,NA,2,1,NA,4.8,A,NA,NA,1.0301500466567126,33,2.375,NA
0262-1711,Journal of Management Development,"OS/OB,HRM/IR",NA,2,4,NA,1,1,C,4.0,C,4,NA,3.97038039422706,98,3.1206896551724137,NA
1052-5629,Journal of Management Education,Education,B,2,NA,NA,2,1,NA,2.4,B,NA,NA,1.1595202651294558,74,2.2941176470588234,B
1751-1348,Journal of Management History,Gen & Strat,NA,2,NA,NA,1,NA,NA,1.5,B,4,NA,3.528213316493885,NA,NA,NA
0742-1222,Journal of Management Information Systems,"MIS, KM",A,1,1,P,4,2,A,10.5,A*,1,A,-4.869933450345159,203,5.815217391304348,A
1056-4926,Journal of Management Inquiry,Gen & Strat,B,2,3,S,3,1,A,4.2,A,2,B,0.2313641327866819,90,3.5185185185185186,B
0022-2380,Journal of Management Studies,Gen & Strat,A,1,1,P*,4,2,A,9.2,A*,1,A,-5.306190531600578,277,5.946502057613169,A
1045-3695,Journal of Managerial Issues,Gen & Strat,C,2,NA,NA,NA,NA,NA,NA,C,NA,NA,3.9636843987458708,54,0,C
0268-3946,Journal of Managerial Psychology,"OS/OB,HRM/IR",B,2,4,NA,3,1,B,3.1,B,3,NA,1.271458773760441,125,3.2911392405063293,B
0278-6125,Journal of Manufacturing Systems,"OR,MS,POM",NA,2,3,NA,1,2,B,12.7,B,4,B,2.1852418243096805,125,15.372093023255815,NA
1741-038X,Journal of Manufacturing Technology Management,"OR,MS,POM",C,2,4,NA,1,1,C,8.4,B,4,NA,3.357201535381014,96,8.368,C
0022-2429,Journal of Marketing,Marketing,A+,1,1*,P*,4*,2,A,12.3,A*,1*,A+,-6.781877779238725,450,11.83739837398374,A+
1046-669X,Journal of Marketing Channels,Marketing,D,2,NA,NA,1,1,NA,NA,NA,NA,NA,4.579553785087469,32,0,D
1352-7266,Journal of Marketing Communications,Marketing,NA,2,NA,NA,1,1,NA,4.6,B,NA,NA,3.0434439513342704,74,2.903225806451613,NA
0273-4753,Journal of Marketing Education,Education,D,2,NA,NA,2,1,C,4.3,B,4,NA,3.526264535824736,87,3.1636363636363636,D
0267-257X,Journal of Marketing Management,Marketing,C,2,3,NA,2,1,B,4.4,A,3,B,1.4743620351186546,6,0.7692307692307693,C
0022-2437,Journal of Marketing Research,Marketing,A+,1,1,P*,4*,2,A,9.6,A*,1*,A+,-6.3709688149385215,356,5.814285714285714,A+
1069-6679,Journal of Marketing Theory and Practice,Marketing,C,2,4,NA,2,1,C,3.0,B,4,NA,2.897290946663457,89,5.191489361702128,C
0304-4068,Journal of Mathematical Economics,Economics,NA,2,1,NA,3,1,A,1.3,A,2,NA,-1.3115437301205612,89,1.1571428571428573,NA
0022-2496,Journal of Mathematical Psychology,Psychology,NA,2,NA,NA,2,1,NA,4.5,NA,NA,NA,1.4286120202027055,125,2.3333333333333335,NA
0304-3932,Journal of Monetary Economics,Economics,NA,2,1,NA,4,2,A,4.3,A*,1,NA,-3.6854970902421442,268,5.729508196721311,NA
0022-2879,"Journal of Money, Credit and Banking",F&A,A,2,1,P,4,1,A,2.2,A*,1,B,-3.2199833696746323,210,1.68359375,A
1057-9214,Journal of Multi-Criteria Decision Analysis,"OR,MS,POM",B,2,4,NA,1,1,C,3.4,B,NA,NA,2.3996053156084898,62,1.7540983606557377,B
1042-444X,Journal of Multinational Financial Management,F&A,NA,2,4,NA,2,1,C,4.5,B,4,NA,2.8554063909283047,72,3.1846153846153844,NA
0047-259X,Journal of Multivariate Analysis,"OR,MS,POM",NA,2,NA,NA,3,2,NA,2.2,A,NA,B,-1.1644733243320575,NA,NA,NA
1049-5142,Journal of Nonprofit and Public Sector Marketing,Marketing,C,2,NA,NA,1,1,NA,2.0,B,NA,NA,3.1406925974036626,NA,NA,C
0963-1798,Journal of Occupational and Organizational Psychology,"OS/OB,HRM/IR",B,2,2,S,4,2,A,5.1,A,2,B,-1.1488343921026714,172,4.322916666666667,B
1076-8998,Journal of Occupational Health Psychology,Psychology,NA,2,NA,NA,4,2,B,16.6,A,2,NA,-2.0646612968423312,168,4.925233644859813,NA
0272-6963,Journal of Operations Management,"OR,MS,POM",A,1,1,P*,4*,2,A,8.1,A*,1*,A+,-6.098611452617138,252,4.660714285714286,A
0022-3239,Journal of Optimization Theory and Applications,"OR,MS,POM",NA,2,NA,NA,3,1,NA,3.0,A,NA,B,-0.09165427378965854,139,1.6348314606741574,NA
0894-3796,Journal of Organizational Behavior,"OS/OB,HRM/IR",A,2,2,P,4,2,A,11.8,A*,1,A,-3.3879342884708645,276,4.985294117647059,A
0160-8061,Journal of Organizational Behavior Management,"OS/OB,HRM/IR",NA,2,3,NA,2,1,B,1.9,B,4,NA,2.2499268487054107,52,1.8181818181818181,NA
0953-4814,Journal of Organizational Change Management,Gen & Strat,D,2,3,S,2,1,B,2.5,B,3,NA,2.5330942687795175,109,3.7063492063492065,D
1091-9392,Journal of Organizational Computing and Electronic Comm,"eMIS, KM",C,2,NA,NA,1,1,NA,3.9,A,NA,NA,2.5018122544967905,NA,NA,C
0885-3134,Journal of Personal Selling and Sales Management,Marketing,B,2,4,NA,2,1,B,4.4,A,3,NA,1.2665457052906173,NA,NA,B
0022-3514,Journal of Personality and Social Psychology,Psychology,NA,2,NA,NA,4,2,NA,11.6,A*,NA,NA,-3.177767229009614,653,4.324942791762013,NA
0276-8739,Journal of Policy Analysis and Management,PSM,NA,2,2,NA,3,2,A,5.9,A,NA,B,-1.2336633605278535,160,1.2446808510638299,NA
0161-8938,Journal of Policy Modeling,PSM,NA,2,4,NA,2,1,C,3.5,A,NA,NA,1.942936687032593,97,3.752808988764045,NA
0022-3808,Journal of Political Economy,Economics,A+,1,1*,NA,4*,3,A,10.9,A*,1*,A+,-7.3617680043343885,485,6.973180076628353,A+
0933-1433,Journal of Population Economics,Economics,NA,2,2,NA,3,1,A,3.9,A,NA,NA,-0.4410335857942516,120,4.299145299145299,NA
0095-4918,Journal of Portfolio Management,F&A,B,2,3,S,3,1,B,1.5,A,3,B,0.6333553763105294,108,0.9473684210526315,B
0160-3477,Journal of Post Keynesian Economics,Economics,NA,2,2,NA,2,1,A,1.6,B,NA,NA,0.9157616359451543,69,0.5714285714285714,NA
1061-0421,Journal of Product and Brand Management,Marketing,C,2,4,NA,1,1,B,4.7,A,4,NA,2.8923778781936336,NA,NA,C
0737-6782,Journal of Product Innovation Management,Innovation,A,2,1,P,4,2,A,10.6,A*,1,A,-3.7988432527710683,206,7.264150943396227,A
0895-562X,Journal of Productivity Analysis,"OR,MS,POM",NA,2,3,NA,2,1,B,3.1,A,4,B,1.7114784322930385,117,2.296875,NA
2051-8803,Journal of Professions and Organization,OS/OB,NA,2,NA,NA,2,2,NA,3.3,A,4,B,1.051024754211121,28,2.13953488372093,NA
1053-1858,Journal of Public Administration Research and Theory,PSM,A,2,1,NA,4,2,A,7.0,A,2,A,-2.9060559085260484,159,4.1891891891891895,A
1097-3923,Journal of Public Economic Theory,Economics,NA,2,2,NA,2,1,A,2.2,A,NA,NA,0.32963477099179983,49,1.0547945205479452,NA
0047-2727,Journal of Public Economics,Economics,A,2,1,NA,3,2,A,4.4,A*,1,A,-3.385937239548605,273,6.412903225806452,A
0143-814X,Journal of Public Policy,PSM,NA,2,NA,NA,NA,2,NA,2.8,B,NA,NA,-0.07237502154420496,87,1.7692307692307692,NA
0743-9156,Journal of Public Policy and Marketing,Marketing,B,2,2,S,3,2,A,4.9,A,2,B,-0.7584047146099576,NA,NA,B
1478-4092,Journal of Purchasing and Supply Management,"OR,MS,POM",B,2,3,P,3,1,B,7.7,A,3,B,-0.23915878620030784,94,5.902777777777778,B
0022-4065,Journal of Quality Technology,"MIS, KM",NA,2,2,NA,NA,2,A,3.5,A,3,B,-0.6124118337699475,152,1.826086956521739,NA
0895-5638,Journal of Real Estate Finance and Economics,F&A,NA,2,3,S,3,1,B,1.8,A,3,B,0.8413002434394306,99,1.8796992481203008,NA
0927-7544,Journal of Real Estate Literature,F&A,NA,2,NA,NA,NA,1,NA,1.3,C,NA,NA,2.9815849224242115,34,0.8,NA
0896-5803,Journal of Real Estate Research,F&A,B,2,NA,NA,NA,1,NA,2.3,B,NA,NA,0.8413169405064158,NA,NA,B
0022-4146,Journal of Regional Science,Economics,NA,2,2,NA,3,1,A,3.6,A,3,NA,-0.0882954423569529,127,3.049586776859504,NA
0922-680X,Journal of Regulatory Economics,Economics,NA,2,2,NA,2,1,A,2.1,A,NA,NA,0.32963477099179983,77,1.6470588235294117,NA
1533-2667,Journal of Relationship Marketing,Marketing,C,2,NA,NA,1,1,NA,1.7,B,NA,NA,3.1406925974036626,40,2.5714285714285716,C
1443-458X,Journal of Research and Practice in Information Technolog,"MIS, KM",NA,2,NA,NA,NA,1,NA,NA,C,NA,NA,2.9815849224242115,NA,NA,NA
0022-4359,Journal of Retailing,Marketing,A,2,2,P,4,2,A,11.8,A*,1,A,-3.3879342884708645,201,7.699115044247788,A
0969-6989,Journal of Retailing and Consumer Services,Marketing,C,2,3,S,2,1,B,9.0,A,3,B,1.568499778446009,164,12.303732303732303,C
0022-4367,Journal of Risk and Insurance,F&A,A,2,2,S,3,2,A,3.6,A,2,B,-1.3031194392527239,NA,NA,A
0895-5646,Journal of Risk and Uncertainty,Economics,B,2,2,S,3,2,A,3.0,A*,2,B,-1.1782844803007002,122,1.9636363636363636,B
0743-0167,Journal of Rural Studies,PSM,NA,2,NA,NA,3,2,NA,6.4,NA,NA,NA,-1.282745445262132,158,5.818035426731079,NA
1094-6136,Journal of Scheduling,"OR,MS,POM",A,2,3,S,2,2,B,3.4,A,NA,B,-0.3316937919291119,76,1.5876288659793814,A
1757-5818,Journal of Service Management,"OR,MS,POM",B,2,3,NA,2,1,B,10.0,A,3,B,0.7834087134859288,95,8.804597701149426,B
1094-6705,Journal of Service Research,Marketing,A,2,2,P,4,2,A,14.1,A*,1,A,-3.3879342884708645,168,8.47887323943662,A
2055-6225,Journal of Service Theory and Practice,Marketing,C,2,4,NA,1,1,C,7.4,A,4,NA,2.8923778781936336,44,4.105263157894737,C
0887-6045,Journal of Services Marketing,Marketing,C,2,3,NA,2,1,B,5.9,A,3,B,1.4743620351186546,NA,NA,C
1462-6004,Journal of Small Business and Enterprise Development,Entrep,D,2,4,NA,2,1,C,4.5,C,4,NA,4.053067925483564,102,3.409448818897638,D
0047-2778,Journal of Small Business Management,Entrep,B,2,2,S,3,2,A,6.4,A,2,B,-0.7584047146099576,151,5.866666666666666,B
0022-4537,Journal of Social Issues,Sociology,NA,2,NA,NA,NA,2,NA,8.2,A,NA,NA,-1.4630598306213616,220,4.093567251461988,NA
0047-2794,Journal of Social Policy,PSM,NA,2,NA,NA,3,2,NA,4.6,A,NA,B,-1.1644733243320575,98,1.3165829145728642,NA
0022-4545,Journal of Social Psychology,Psychology,B,2,NA,NA,1,1,NA,2.9,B,NA,NA,1.8882879333662292,NA,NA,B
1532-060X,Journal of Software Maintenance and Evolution,"MIS, KM",NA,2,NA,NA,NA,NA,NA,NA,C,NA,NA,2.3169858678528796,46,0,NA
0888-4773,Journal of Sport Management,Gen & Strat,NA,2,NA,NA,2,1,NA,4.5,A,4,B,1.8443720747318662,97,1.532934131736527,NA
0963-8687,Journal of Strategic Information Systems,"MIS, KM",A,2,2,S,4,2,A,17.4,A*,2,A,-2.11342888243618,123,6.346153846153846,A
0965-254X,Journal of Strategic Marketing,Marketing,C,2,4,NA,2,1,C,4.0,A,4,NA,2.432467289476076,79,4.2406015037593985,C
1523-2409,Journal of Supply Chain Management,"OR,MS,POM",B,2,2,P,4,2,A,12.9,A,2,A,-2.0213485546135086,NA,NA,B
0966-9582,Journal of Sustainable Tourism,Tourism,NA,2,NA,NA,3,1,B,8.3,A*,3,NA,-0.3672161833348736,157,7.555956678700361,NA
0164-1212,Journal of Systems and Software,"MIS, KM",NA,2,NA,NA,2,1,NA,8.4,B,NA,NA,1.9216396308879002,NA,NA,NA
0092-0703,Journal of the Academy of Marketing Science,Marketing,A,1,1,P*,4*,2,A,17.0,A*,1,A,-5.696620209093291,258,9.579617834394904,A
0004-5411,Journal of the ACM,"MIS, KM",B,2,NA,NA,NA,2,NA,6.2,C,NA,NA,0.5721565939280439,NA,NA,B
0162-1459,Journal of the American Statistical Association,Economics,NA,2,NA,NA,4,2,NA,6.8,A*,NA,NA,-3.177767229009614,371,2.787114845938375,NA
0198-9073,Journal of the American Taxation Association,F&A,B,2,NA,NA,3,NA,NA,3.2,A,NA,NA,-0.8076133861476024,45,0.6388888888888888,B
1354-7860,Journal of the Asia Pacific Economy,Economics,NA,2,NA,NA,1,1,NA,NA,B,NA,NA,3.0434439513342704,45,1.6305732484076434,NA
1532-2882,Journal of the Association for Information Science and Tec,"hMIS, KM",NA,2,NA,NA,3,2,NA,NA,A*,NA,B,-2.0559629085632443,NA,NA,NA
1536-9323,Journal of the Association for Information Systems,"MIS, KM",A,2,2,NA,4*,2,A,6.2,A*,1,A,-3.8226214251790305,111,5.831858407079646,A
2333-5955,Journal of the Association of Environmental and Resource,Economics,NA,2,NA,NA,3,1,NA,10.5,A,NA,NA,-0.09165427378965854,46,3.0568181818181817,NA
1542-4766,Journal of the European Economic Association,Economics,A,2,1,NA,4,2,A,5.4,A*,1,NA,-3.8458478282661623,161,5.2890625,A
1053-8372,Journal of the History of Economic Thought,Economics,NA,2,2,NA,2,1,A,1.5,B,4,NA,1.6444473064825174,NA,NA,NA
0160-5682,Journal of the Operational Research Society,"OR,MS,POM",B,2,2,S,3,2,A,4.1,A,2,B,-0.7584047146099576,242,2.6825396825396823,B
1467-985X,Journal of the Royal Statistical Society. Series A: Statistics in,"OR,MS,POM",A,2,NA,NA,3,1,NA,3.6,A,NA,B,-1.4605324100516237,NA,NA,A
1467-9868,Journal of the Royal Statistical Society. Series B: Statistical,"MOR,MS,POM",A,2,2,NA,4,2,A,8.0,A*,NA,A,-3.1838982206263924,NA,NA,A
1467-9876,Journal of the Royal Statistical Society. Series C: Applied St,"OR,MS,POM",NA,2,NA,NA,3,2,NA,3.1,A,NA,B,-1.1644733243320575,NA,NA,NA
0022-5258,Journal of Transport Economics and Policy,Economics,NA,2,3,NA,2,1,B,2.7,A,4,NA,1.7114784322930385,64,0,NA
0966-6923,Journal of Transport Geography,"OR,MS,POM",NA,2,NA,S,2,2,NA,6.8,A,4,B,1.28527446410314,156,5.8962655601659755,NA
1054-8408,Journal of Travel and Tourism Marketing,Tourism,D,2,3,NA,2,1,B,9.6,A,3,NA,2.1653153567513805,NA,NA,D
0047-2875,Journal of Travel Research,Tourism,NA,2,4,NA,4,1,A,13.3,A*,2,NA,-0.6100791067506344,211,7.851485148514851,NA
0094-1190,Journal of Urban Economics,Economics,NA,2,1,NA,3,2,A,6.6,A*,2,NA,-2.4912027578150466,186,6.819444444444445,NA
0001-8791,Journal of Vocational Behavior,"OS/OB,HRM/IR",B,2,2,P,4,1,A,8.4,A*,2,B,-1.8623684372078153,239,5.078125,B
1363-6820,Journal of Vocational Education and Training,Education,NA,2,NA,NA,1,1,NA,2.6,B,NA,NA,3.0434439513342704,NA,NA,NA
1090-9516,Journal of World Business,IB,B,2,1,P,4,2,A,10.8,A*,1,A,-3.254128528128302,164,9.26086956521739,B
1011-6702,Journal of World Trade,Economics,NA,2,4,NA,2,2,C,1.3,B,NA,NA,1.8142854683413576,44,0.8160919540229885,NA
1930-2975,Judgment and Decision Making,Psychology,NA,2,NA,NA,3,1,NA,3.2,A,3,NA,0.2865290492051366,80,1.96,NA
1092-4604,Knowledge and Process Management,"OR,MS,POM",NA,2,NA,NA,1,1,C,2.7,B,4,NA,3.252568793979396,63,3.4065934065934065,NA
0950-7051,Knowledge Based Systems,"MIS, KM",NA,2,NA,NA,NA,2,NA,NA,A,NA,NA,-1.4630598306213616,NA,NA,NA
0023-5962,Kyklos,Economics,B,2,2,NA,3,1,A,2.8,A,3,B,-0.13439094201577623,103,1.5972222222222223,B
0023-656X,Labor History,"OS/OB,HRM/IR",NA,2,4,NA,2,2,C,0.8,A,4,B,1.6757473632338196,36,0.6732673267326733,NA
0160-449X,Labor Studies Journal,"OS/OB,HRM/IR",NA,2,NA,NA,2,1,NA,0.9,B,NA,NA,1.9216396308879002,30,0.6153846153846154,NA
1121-7081,Labour,Economics,NA,2,3,NA,1,1,B,1.3,B,NA,NA,2.790442959160874,NA,NA,NA
0927-5371,Labour Economics,Economics,B,2,2,NA,3,2,A,2.5,A,2,B,-1.2720550063710765,126,3,B
0023-6942,Labour History,Gen & Strat,NA,2,4,NA,NA,1,C,NA,A,4,NA,2.491049635847353,66,0.1323529411764706,NA
0023-7639,Land Economics,Economics,NA,2,2,NA,3,1,A,3.0,A,3,NA,-0.0882954423569529,155,1.0379746835443038,NA
0271-5309,Language and Communication,Comm,NA,2,NA,NA,NA,1,NA,2.6,B,NA,NA,1.5909001133470555,NA,NA,NA
1742-7150,Leadership,"OS/OB,HRM/IR",D,2,4,NA,2,1,C,3.2,B,4,NA,3.5882442682961826,67,2.146067415730337,D
0143-7739,Leadership and Organization Development Journal,Gen & Strat,NA,2,4,NA,1,1,C,4.1,B,4,NA,3.4319319778146884,NA,NA,NA
1048-9843,Leadership Quarterly,"OS/OB,HRM/IR",A,2,2,P,4,2,A,13.2,A*,1,A,-3.3879342884708645,NA,NA,A
0149-0400,Leisure Sciences,Tourism,NA,2,NA,NA,2,1,NA,3.7,A,3,NA,1.0409805359126572,112,1.7685950413223142,NA
0269-0942,Local Economy,PSM,NA,2,NA,NA,2,1,C,1.8,C,4,NA,3.15186253981189,50,1.5348837209302326,NA
0300-3930,Local Government Studies,PSM,NA,2,3,NA,2,2,B,3.6,A,3,B,0.45249907547021107,59,2.0258620689655173,NA
0024-6301,Long Range Planning,Gen & Strat,B,2,2,P,3,2,A,11.5,A,2,B,-1.630918877120795,239,6.427480916030534,B
1286-4692,M@n@gement,Gen & Strat,C,2,2,NA,1,1,A,NA,B,2,NA,1.4409910266661712,36,0.6607142857142857,C
1365-1005,Macroeconomic Dynamics,Economics,NA,2,2,NA,2,1,A,1.4,A,3,NA,0.4882301445294299,68,0.5071428571428571,NA
1044-5005,Management Accounting Research,F&A,A,2,1,P,3,2,A,5.6,A*,1,A,-3.4084135752783546,131,3.4318181818181817,A
1740-8776,Management and Organization Review,Gen & Strat,C,2,3,S,3,1,B,3.6,A,3,B,1.1780701009532955,79,2.335664335664336,C
0893-3189,Management Communication Quarterly,Gen & Strat,NA,2,4,S,2,2,B,3.0,B,4,B,2.2177347406395786,96,1.8493150684931507,NA
0025-1747,Management Decision,Gen & Strat,C,2,4,NA,2,1,B,5.5,B,4,NA,2.897290946663457,154,4.52156862745098,C
0938-8249,Management International Review,IB,B,2,3,S,3,1,B,4.5,A,3,B,0.6333553763105294,NA,NA,B
1350-5076,Management Learning,Gen & Strat,B,2,3,S,3,2,A,3.9,A,2,B,-0.347495750309754,101,2.5742574257425743,B
0025-1909,Management Science,"OR,MS,POM",A+,1,1*,P*,4*,2,A,7.2,A*,1*,A+,-6.781877779238725,447,6.865979381443299,A+
0143-6570,Managerial and Decision Economics,Economics,B,2,3,NA,2,1,B,1.2,B,3,NA,1.2297394260129986,86,2.5138632162661736,B
0268-6902,Managerial Auditing Journal,F&A,C,2,4,NA,2,1,B,3.1,A,3,NA,1.9574990269233432,94,3.7551020408163267,C
0307-4358,Managerial Finance,F&A,NA,2,4,NA,1,1,C,1.5,B,4,NA,3.4319319778146884,65,2.1846153846153844,NA
1463-6786,Manchester School,Economics,NA,2,3,NA,2,1,B,1.3,B,NA,NA,1.8002642850545634,72,0.5697674418604651,NA
1523-4614,Manufacturing and Service Operations Management,"OR,MS,POM",A,1,2,P*,3,2,A,8.0,A*,1,A,-4.50485188980766,2,0.8,A
0308-597X,Marine Policy,Economics,NA,2,NA,NA,2,2,NA,5.8,A,4,NA,1.051024754211121,139,4.146680942184155,NA
1479-2931,Maritime Economics and Logistics,Economics,NA,2,NA,S,1,1,NA,4.2,B,NA,NA,2.925178392725645,NA,NA,NA
0263-4503,Marketing Intelligence and Planning,Marketing,D,2,NA,NA,1,1,NA,4.4,A,NA,NA,3.7542169185342233,NA,NA,D
0923-0645,Marketing Letters,Marketing,B,2,2,P,3,2,A,3.5,A,2,B,-1.630918877120795,110,2.5135135135135136,B
0732-2399,Marketing Science,Marketing,A+,1,1,P*,4*,2,A,6.3,A*,1*,A+,-6.3709688149385215,221,5.757142857142857,A+
1470-5931,Marketing Theory,Marketing,C,2,3,NA,3,2,B,5.0,A,3,B,0.3770035696190708,90,3.1315789473684212,C
0960-1627,Mathematical Finance,F&A,B,2,2,S,3,2,A,4.2,A,2,B,-0.7584047146099576,127,1.691358024691358,B
1432-2994,Mathematical Methods of Operations Research,"OR,MS,POM",B,2,3,NA,1,2,B,1.9,NA,NA,NA,0.7594489634472009,59,0.8648648648648649,B
0025-5610,Mathematical Programming,"OR,MS,POM",A,2,NA,NA,4,2,NA,6.8,NA,NA,NA,-3.460021115720363,221,1.8620689655172413,A
0165-4896,Mathematical Social Sciences,Economics,NA,2,2,NA,2,1,A,1.3,A,NA,NA,0.32963477099179983,75,0.6737588652482269,NA
0364-765X,Mathematics of Operations Research,"OR,MS,POM",A,2,1,NA,3,2,A,3.6,A,NA,B,-2.593823683473169,161,1.7232142857142858,A
0163-4437,"Media, Culture and Society",Comm,NA,2,NA,NA,NA,2,NA,4.4,B,NA,NA,-0.07237502154420496,NA,NA,NA
0887-378X,Milbank Quarterly,PSM,NA,2,2,NA,3,1,A,4.0,B,2,B,-0.1676157714852958,NA,NA,NA
1540-1960,MIS Quarterly Executive,"MIS, KM",B,2,NA,P,2,2,B,11.6,A,3,B,-0.6942101313702737,56,1.0612244897959184,B
0276-7783,MIS Quarterly: Management Information Systems,"MIS, KM",A+,1,1*,P*,4*,2,A,14.7,A*,1*,A+,-6.781877779238725,NA,NA,A+
1532-9194,MIT Sloan Management Review,Gen & Strat,C,1,NA,P*,3,2,A,4.6,A,2,B,-2.631910398286049,82,1.75,C
0098-1818,Monthly Labor Review,"OS/OB,HRM/IR",NA,2,4,NA,NA,NA,C,0.7,B,NA,NA,3.101278224113473,53,1.5535714285714286,NA
1525-383X,Multinational Business Review,IB,C,2,3,P,2,NA,B,4.8,B,4,NA,1.2907676986065593,47,2.5609756097560976,C
0027-3171,Multivariate Behavioral Research,Psychology,B,2,NA,NA,NA,1,NA,4.5,A,NA,NA,0.03524991182261509,154,2.4272727272727272,B
0027-9501,National Institute Economic Review,Economics,NA,2,NA,NA,1,1,NA,1.5,B,NA,NA,3.1386258195119385,60,1.3298969072164948,NA
0028-0283,National Tax Journal,Economics,A,2,2,NA,2,1,A,NA,A,NA,B,-0.8013599834262943,110,1.5,A
0894-069X,Naval Research Logistics,"OR,MS,POM",B,2,3,S,3,1,B,1.8,B,NA,B,1.0159681954399542,97,1.5661764705882353,B
0748-4526,Negotiation Journal,Gen & Strat,C,2,NA,NA,2,1,NA,0.8,B,4,NA,2.655653652733625,57,0.475,C
0268-1072,"New Technology, Work and Employment","OS/OB,HRM/IR",NA,2,NA,S,3,1,NA,5.2,A,3,B,0.7404011388912265,73,3.7613636363636362,NA
0899-7640,Nonprofit and Voluntary Sector Quarterly,PSM,B,2,3,S,3,1,B,3.5,A,2,B,0.2313641327866819,118,2.366279069767442,B
1048-6682,Nonprofit Management & Leadership,PSM,B,2,NA,NA,1,1,NA,3.3,B,4,NA,2.3518671581523916,82,2.3398058252427183,B
1092-0277,North American Actuarial Journal,F&A,NA,2,4,NA,2,1,B,1.6,A,3,NA,1.6991892289752186,67,1.2916666666666667,NA
0305-0483,OMEGA,"OR,MS,POM",B,2,2,P,3,2,A,11.7,A,3,B,-1.2289276335969475,NA,NA,B
0030-364X,Operations Research,"OR,MS,POM",A+,1,1,P*,4*,2,A,4.3,A*,1*,A,-6.3709688149385215,289,2.964179104477612,A+
0167-6377,Operations Research Letters,"OR,MS,POM",B,2,2,S,2,2,A,1.7,A,NA,B,-0.11924904976705021,116,0.8697183098591549,B
0171-6468,OR Spectrum,"OR,MS,POM",A,2,3,S,3,1,B,NA,B,NA,B,0.314063254274111,92,1.6666666666666667,A
1350-5084,Organization,"OS/OB,HRM/IR",B,2,1,S,3,2,A,4.8,A,2,B,-1.1693136789101612,132,2.7794117647058822,B
1086-0266,Organization and Environment,Gen & Strat,B,2,2,S,3,2,A,5.8,A,3,B,-0.3564134710861101,NA,NA,B
1047-7039,Organization Science,"OS/OB,HRM/IR",A+,1,1,P*,4*,2,A,5.6,A*,1*,A+,-6.3709688149385215,360,6.536082474226804,A+
0170-8406,Organization Studies,"OS/OB,HRM/IR",A,1,1,P*,4,2,A,7.7,A*,1,A,-5.306190531600578,223,4.2748538011695905,A
0749-5978,Organizational Behavior and Human Decision Processes,"OS/OB,HRM/IR",A,1,1,P*,4,2,A,4.6,A*,1,A,-5.306190531600578,241,3.3780487804878048,A
0090-2616,Organizational Dynamics,"OS/OB,HRM/IR",C,2,2,S,3,1,A,2.8,A,2,B,0.3651698931292444,156,3.074766355140187,C
2041-3866,Organizational Psychology Review,"OS/OB,HRM/IR",NA,2,NA,NA,2,1,C,6.1,A,4,B,1.8443720747318662,46,4.9,NA
1094-4281,Organizational Research Methods,Gen & Strat,A,2,2,P,4,2,A,13.7,A*,1,A,-3.3879342884708645,156,7.122448979591836,A
0305-9049,Oxford Bulletin of Economics and Statistics,Economics,NA,2,2,NA,3,1,A,2.2,A,3,NA,-0.0882954423569529,131,1.5639097744360901,NA
0030-7653,Oxford Economic Papers,Economics,NA,2,2,NA,3,1,A,2.0,A,3,NA,-0.0882954423569529,144,1.278688524590164,NA
0266-903X,Oxford Review of Economic Policy,Economics,NA,2,3,NA,2,1,B,7.9,A,NA,NA,1.1362857290121955,140,2.801980198019802,NA
0927-538X,Pacific Basin Finance Journal,F&A,NA,2,4,S,2,1,B,3.2,A,3,B,1.8008760767330623,94,5.426592797783933,NA
