,paper_abbrev,research_link,source,source_main,author_permission,publication_status,topic_subfield,secondary_cause_cat,author,author_comments_responses_ds,"""Link manager notes to evaluators""",submitter_name,stream,"""Endorse suggester's discussion""",endorse_assessor_ discussion_MV_PRIOR,working_paper_release_date,"'Comment below, and please put your initials next to the comment you are making'",public_why_relevant_impactful_ds,public_what_aspects_to_evaluate_ds,public_what_sort_of_evaluators_ds,author_engagement_public_ds,"""Post-prioritization PRIVATE discussion: Choice of Evaluation Manager (NOT shared)""","""Post-prioritization PRIVATE discussion: Choice of *evaluators* (NOT shared)""","""Any other discussion""",doi,will_authors_engage_discuss,all_authors_names,suggester_other_comments_MV_PRIOR,n_eval_invites_sent_process,XDR-??- Days since Eval Mngr. Chosen,evals_complete_date_process,"""EM: How strong was evaluation 1? (rate as a percentile, discuss; private)""","""EM: How strong was evaluation 2 (rate as a percentile, discuss; private)""",management_discuss,main_cause_cat,label_paper_title,status,eval_manager,"""Other discussants _MV_PRIOR""",paper_category_old,evals_sent_to_authors_process,'Open discussion',next_step_to_do_process,rsx_prioritization_link,events_link,status_modified_ps,"""Link to evaluations""",rating_suggester_view,rating_assessor_view,avg_rating_view,eval_mgr_suggestions_link,"""Evaluation manager's summary""",paper_authors_link,alternate_title,rsx_events_link,check_in_date_process,drx_??_relevance_rating_MV_PRIOR,n_of_evaluators _accepted_process,n_of_evaluations_returned_process,Events,DR_X_N of Eval. invites Sent,DR_X_Invites accepted
117,,https://www.sciencedirect.com/science/article/pii/S2666833521000976?utm_source=newsletter&utm_medium=email&utm_campaign=the_ea_behavioral_science_newsletter_4&utm_term=2022-03-09,The EA Behavioral Science Newsletter https://app.mailerlite.com/m9f6w0?utm_source=newsletter&utm_medium=email&utm_campaign=the_ea_behavioral_science_newsletter_4&utm_term=2022-03-09,internal-NBER,,"Published, ? journal",,Markets for products with large externalities (focus: animal agriculture),,,,,niche academic,,,,,,,,,,,,,,,,,,,,,"Can we encourage a more accessible format? This is a tiny bit COI for Rethink Priorities – many authors, but still doable, and probably good for the pilot.  But note they do not actually do meta-analysis (although they would like to, they don’t think the data supports it).
I think a paper like this would be very important and worth digging into  but maybe not this one in particular","Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]",`,01_Needs prioritization/assessor rating,,,"animal welfare,attitudes/behavioral,meta-analysis",,,,,,2024-04-12T07:27:20.597-04:00,,,,,`,,,,,2024-07-01T00:00:00.000-04:00,,,,,,
118,Chinese science - chemistry citations,https://www.nber.org/papers/w30772,,,not needed (Unjournal Direct),Working paper/mimeo; not published in a peer-reviewed journal,Metascience,,,,,,,,,2023-07-01T00:00:00.000-04:00,,,,,,,,,https://doi.org/10.3386/w30772,Possibly/Average likelihood/I have no idea,,,,,,,,,"Innovation, meta-science, and research",Who Stands on the Shoulders of Chinese (Scientific) Giants? Evidence from Chemistry,01_Needs prioritization/assessor rating,,,prominent,,,,Who Stands on the Shoulders of Chinese (Scientific) Giants? Evidence from Chemistry,,2024-04-12T07:27:20.597-04:00,,60%,,60%,Who Stands on the Shoulders of Chinese (Scientific) Giants? Evidence from Chemistry,,Who Stands on the Shoulders of Chinese (Scientific) Giants? Evidence from Chemistry,,"Who Stands on the Shoulders of Chinese (Scientific) Giants? Evidence from Chemistry,Who Stands on the Shoulders of Chinese (Scientific) Giants? Evidence from Chemistry,Who Stands on the Shoulders of Chinese (Scientific) Giants? Evidence from Chemistry",,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markets for products with large externalities (focus: animal agriculture),discrete choice experiments for plant-based foods,,,,,,,,"discrete choice experiments for plant-based foods,Work from Jayson Lusk (effects of cage-free ballot initiatives, discrete choice experiments for plant-based foods, effects of welfare reforms or plant-based foods on animal welfare/numbers of animals farmed)",,,,",55%",",","{""specialValue"":""NaN""},55%",discrete choice experiments for plant-based foods,,"discrete choice experiments for plant-based foods,Work from Jayson Lusk (effects of cage-free ballot initiatives, discrete choice experiments for plant-based foods, effects of welfare reforms or plant-based foods on animal welfare/numbers of animals farmed)",,"discrete choice experiments for plant-based foods,Work from Jayson Lusk (effects of cage-free ballot initiatives, discrete choice experiments for plant-based foods, effects of welfare reforms or plant-based foods on animal welfare/numbers of animals farmed),discrete choice experiments for plant-based foods,Work from Jayson Lusk (effects of cage-free ballot initiatives, discrete choice experiments for plant-based foods, effects of welfare reforms or plant-based foods on animal welfare/numbers of animals farmed),discrete choice experiments for plant-based foods,Work from Jayson Lusk (effects of cage-free ballot initiatives, discrete choice experiments for plant-based foods, effects of welfare reforms or plant-based foods on animal welfare/numbers of animals farmed)",,,,,,,
120,,https://hu-my.sharepoint.com/:b:/g/personal/siew_ng_hks_harvard_edu/ESxiv-aLaxZPhG2PIUuneSgBMLxbABr1nluGewc9a9hgaw?e=5qdcvX,,submitted (by author(s)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DR: Seems like a broad policy survey thing, and usually not the sort of thing we would cover. But perhaps worth a look as part of our ~less academic stream, if it’s actually has some potential for impact",Global health; “Health & well-being in low-income countries”,"Barriers to Education Technology Tools Faced by Educators in Pakistan, with a Focus on Mobile Internet Connectivity",01_Needs prioritization/assessor rating,,,"working paper,empirical,policy",,,,"Barriers to Education Technology Tools Faced by Educators in Pakistan, with a Focus on Mobile Internet Connectivity",,2024-04-12T07:27:20.597-04:00,,,,45%,"Barriers to Education Technology Tools Faced by Educators in Pakistan, with a Focus on Mobile Internet Connectivity",,"Barriers to Education Technology Tools Faced by Educators in Pakistan, with a Focus on Mobile Internet Connectivity",,,,,,,,,
121,,https://www.researchgate.net/publication/353401153_National_parochialism_is_ubiquitous_across_42_nations_around_the_world,Psychology for Effectively Improving the Future — A Research Agenda,internal-from-syllabus-agenda-policy-database,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1038/s41467-021-24787-1,,"Romano, R., Sutter, M., Liu, J. H., Yamagishi, T., & Balliet, D.",,,,,,,,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]",National parochialism is ubiquitous across 42 nations around the world. Nature Communications. ,01_Needs prioritization/assessor rating,,,,,,,National parochialism is ubiquitous across 42 nations around the world. Nature Communications. ,,2024-04-12T07:27:20.597-04:00,,,,"{""specialValue"":""NaN""}",National parochialism is ubiquitous across 42 nations around the world. Nature Communications. ,,National parochialism is ubiquitous across 42 nations around the world. Nature Communications. ,,,,,,,,,
122,,https://gh.bmj.com/content/6/3/e004342,Justin Labeille (IRC/Givewell),suggested - externally - NGO,,,,,,,,,health science/medicine,,,,,,,,,,,,,,,,,,,,,"DR: Seems marginally connected to social science, but maybe close enough",Empirical methods,"How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana",deprioritized -- low ratings,,,,,,,"How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana",,2024-04-12T07:27:20.597-04:00,,,40%,53%,"How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana",,"How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana",,,,,,,,,
123,,http://jaysonlusk.com/research,Surveys the Unjournal ran on the EA Forum (and related places),suggested - externally,,,,"Attitudes and behaviors (Altruism, moral circles, animal consumption, effectiveness, political attitudes, etc.) [Psychology/behavioral economics adjacent group]",,,,,,,,,,,,,,,,,,,,,,,,,,he seems less keen to engage in this process?,Markets for products with large externalities (focus: animal agriculture),"Work from Jayson Lusk (effects of cage-free ballot initiatives, discrete choice experiments for plant-based foods, effects of welfare reforms or plant-based foods on animal welfare/numbers of animals farmed)",01_Needs prioritization/assessor rating,,,archives,,,,,,2024-04-12T07:27:20.597-04:00,,,,,"Work from Jayson Lusk (effects of cage-free ballot initiatives, discrete choice experiments for plant-based foods, effects of welfare reforms or plant-based foods on animal welfare/numbers of animals farmed)",,,,,,,,,,,
124,,https://www.nber.org/system/files/working_papers/w31264/w31264.pdf,"NBER (https://www.nber.org/papers) monitor new work, search earlier work (relevant keywords and subjects)",internal-NBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global health; “Health & well-being in low-income countries”,Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,01_Needs prioritization/assessor rating,,,,,,,Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,,2024-04-12T07:27:20.597-04:00,,68%,,65%,Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,,Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,,"How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,How to better estimate an incidence correction factor for malnutrition treatment (see example), Water Treatment and Child Mortality: Evidence from Kenya (superceded by meta-analysis?), Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana",,,,,,,
125,,https://www.nber.org/papers/w29524,NBER supplementary search - animals etc,internal-NBER,,Working paper/mimeo; not published in a peer-reviewed journal,"Health, Education, and Welfare,Health Policy/Health economics,Infectious Disease Modelling,epidemiology",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Communicable diseases, bio-security and pandemic preparedness, biological risks",Germs in the Family: The Long-Term Consequences of Intra-Household Endemic Respiratory Disease Spread,01_Needs prioritization/assessor rating,,,,,,,Germs in the Family: The Long-Term Consequences of Intra-Household Endemic Respiratory Disease Spread,,2024-04-12T07:27:20.597-04:00,,,,60%,Germs in the Family: The Long-Term Consequences of Intra-Household Endemic Respiratory Disease Spread,,Germs in the Family: The Long-Term Consequences of Intra-Household Endemic Respiratory Disease Spread,,"Germs in the Family: The Long-Term Consequences of Intra-Household Endemic Respiratory Disease Spread,Germs in the Family: The Long-Term Consequences of Intra-Household Endemic Respiratory Disease Spread,Germs in the Family: The Long-Term Consequences of Intra-Household Endemic Respiratory Disease Spread",,,,,,,
126,,https://docs.google.com/document/d/14ULAaTofWiQbTCP1ekuaenQJ6saXEzjgiKMznIBrXvQ/edit,,suggested - externally,,Unpublished,meta-analysis,Empirical methods,,,,,nonacademic/policy stream,,,,,,,,,,,,,,,,,,,,,,"Catastrophic and existential risks,  the long-term future, forecasting",Persistence: A critical review,01_Needs prioritization/assessor rating,,,,,,,Persistence: A critical review,,2024-04-12T07:27:20.597-04:00,,,,60%,Persistence: A critical review,,Persistence: A critical review,,"Persistence: A critical review,Persistence: A critical review,Persistence: A critical review",,,,,,,
127,,https://www.nber.org/papers/w31132,"NBER (https://www.nber.org/papers) monitor new work, search earlier work (relevant keywords and subjects)",internal-NBER,,,,Economic development & governance (LMICs),,,,,,,,,,,,,,,,,,,,,,,,,,,"Catastrophic and existential risks,  the long-term future, forecasting",Understanding the Impacts of a Natural Disaster: Evidence from the 2004 Indian Ocean Tsunami,01_Needs prioritization/assessor rating,,,,,,,Understanding the Impacts of a Natural Disaster: Evidence from the 2004 Indian Ocean Tsunami,,2024-04-12T07:27:20.597-04:00,,,,62%,Understanding the Impacts of a Natural Disaster: Evidence from the 2004 Indian Ocean Tsunami,,Understanding the Impacts of a Natural Disaster: Evidence from the 2004 Indian Ocean Tsunami,,"Understanding the Impacts of a Natural Disaster: Evidence from the 2004 Indian Ocean Tsunami,Understanding the Impacts of a Natural Disaster: Evidence from the 2004 Indian Ocean Tsunami,Understanding the Impacts of a Natural Disaster: Evidence from the 2004 Indian Ocean Tsunami",,,,,,,
128,Harms of AI,https://www.nber.org/papers/w29247,NBER supplementary search - animals etc,internal-NBER,not needed (Unjournal Direct),Working paper/mimeo; not published in a peer-reviewed journal,"Development and Growth,Innovation and R&D,Economic Systems,Industrial Organization",,,,,,,,,,,,,,,,,,,,,,,,,,,"broad survey/chapter. But could use a good critique
[who noted this?]: Seems like a good paper to review thoroughly from some GPI related growth theorists who have been thinking these things through",Emerging technologies: social and economic impacts (focus: AI),Harms of AI,01_Needs prioritization/assessor rating,,,EA-identified researcher,,,,Harms of AI,,2024-04-12T07:27:20.597-04:00,,55%,,55%,Harms of AI,,Harms of AI,,"Harms of AI,Harms of AI,Harms of AI",,,,,,,
129,,,"NBER (https://www.nber.org/papers) monitor new work, search earlier work (relevant keywords and subjects)",internal-NBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global health; “Health & well-being in low-income countries”,"Reducing Bias Among Health Care Providers: Experimental Evidence From Tanzania, Burkina Faso, and Pakistan",01_Needs prioritization/assessor rating,,,,,,,"Reducing Bias Among Health Care Providers: Experimental Evidence From Tanzania, Burkina Faso, and Pakistan",,2024-04-12T07:27:20.597-04:00,,,,60%,"Reducing Bias Among Health Care Providers: Experimental Evidence From Tanzania, Burkina Faso, and Pakistan",,"Reducing Bias Among Health Care Providers: Experimental Evidence From Tanzania, Burkina Faso, and Pakistan",,,,,,,,,
